4.310941295 3.110421577 1
4.347186465 3.046418507 2
4.38028249 2.277620504 3
4.483689853 1.980227114 4
4.492926403 1.688760016 5
4.522173033 2.720198901 6
4.530861084 2.6286613450000003 7
4.562311837 1.958655211 8
4.570987452 2.869321433 9
4.599161124 3.598913218 10
4.622295425 1.918306182 11
4.630914183 3.129595219 12
4.637849345 2.635368764 13
4.77046901 2.467291537 14
4.775271577 3.374270572 15
4.780244717 2.376883206 16
4.783689946 3.683292408 17
4.78698772 3.185455586 18
4.792878836 2.590022385 19
5.338499212 1.9331352000000002 20
5.383056504 2.278142111 21
5.487820178 2.483122612 22
5.496299321 2.291243557 23
5.557868776 2.252678179 24
5.563911742 1.958198532 25
6.382128641 2.876577483 26
6.614398842 2.8080515100000003 27
6.618592514 3.714111209 28
6.622753369 2.916650095 29
7.374344672 3.367666024 30
7.6612697700000005 2.151843121 31
7.666188785 2.858141928 32
7.670913339 1.8609184650000001 33
7.6757052550000004 2.567123118 34
7.679982434 2.972157105 35
7.957406445 2.948985244 36
7.965823068 2.3562172710000002 37
8.431053309 3.823431164 38
8.830263695 3.421052506 39
8.836684368 4.629707509 40
8.843875303 4.737045922 41
8.850559586 3.140722453 42
8.857730493 3.548758598 43
9.4059198 2.794682377 44
9.473854324 2.562176247 45
9.500527452 3.5903759820000003 46
9.607541179 5.700988854 47
9.617609676 5.310460538 48
9.646418715 4.738191414 49
9.656919789 5.24962723 50
9.68690865 2.875361511 51
9.693002313000001 4.484189517 52
9.72308245 3.7127581210000002 53
9.729241383 3.518700018 54
9.760192499 5.252727411 55
9.765231716 2.553019296 56
9.813970974 2.701848189 57
9.821630417 3.410737574 58
9.829159275 3.318082999 59
9.835769821 1.922292979 60
10.214289603 4.103849885 61
10.220178632 2.607354008 62
10.22730372 2.814780004 63
10.236111325 3.224187922 64
10.242155056 3.9314898730000003 65
10.48381435 2.971118106 66
10.541745036 2.828691363 67
10.547807466 2.73453472 68
10.572120615 3.860683919 69
10.578781938 3.266392338 70
11.425411114 2.9107111530000003 71
11.485798280000001 3.472049655 72
11.501506709000001 2.586047292 73
11.535074977 3.421232242 74
11.550566885 2.735342337 75
11.64475214 3.430630107 76
12.474821509 2.056362864 77
12.481551532 3.265510828 78
12.525439264 3.209196166 79
12.543535321 1.7243446 80
12.546674962 3.030001054 81
12.550424083 2.6329644229999998 82
12.556661199 3.540984366 83
12.560426978 2.943547344 84
12.567438807 2.850356835 85
12.635176814 2.5172287730000003 86
12.644750823 2.3264292490000003 87
12.649802933 1.9308855720000002 88
12.652799339 1.7334398100000001 89
12.659664624 2.040861938 90
12.674306821 2.155714123 91
12.693087478 4.278538099 92
12.704233208 3.989171581 93
12.73560074 2.918327728 94
13.318046747 4.202270748 95
13.322782077 5.008452133 96
13.329922298 3.91344458 97
13.336161931 3.318399863 98
13.34338855 3.125216313 99
13.350227119 4.73536344 100
13.451507984 2.33180447 101
13.528659948 2.008240389 102
13.532334918 1.510952533 103
13.555620377 2.235615924 104
13.570010931 1.94946799 105
13.598010857 1.8772479940000002 106
13.668971459 1.747763891 107
13.714054349 2.694449481 108
13.720058549 1.8991303940000002 109
14.187716722 2.967896606 110
14.195970754 2.775739677 111
14.585619913 1.958388143 112
14.590503575 1.662629286 113
14.645671628 2.223478252 114
14.750637632 2.528716171 115
14.750881455 1.9232012580000002 116
14.75657135 2.029157888 117
15.1217077 2.79955111 118
15.512771485 2.484647659 119
15.595212445 3.473512937 120
15.624787701 3.097734006 121
16.528469871 1.7974705910000002 122
16.613545695 2.082806613 123
16.620013973 2.590236525 124
16.637388017 2.707723052 125
16.637807174 1.806624526 126
16.647377146 3.418861879 127
16.711341139 2.9819754400000003 128
16.71705876 2.386573267 129
16.742323853 1.7109080570000001 130
16.751079496 2.120204705 131
16.753053538 3.424318097 132
16.75908082 1.82777141 133
16.790641059 2.36004582 134
16.817527704 3.288548115 135
16.82293859 2.692970065 136
16.829659905 3.000112556 137
17.300901332 4.172506758 138
17.308458106 3.879624244 139
17.315180701 3.084938409 140
17.321343499 3.692270353 141
17.536785379 1.5032609680000002 142
17.621191027000002 1.988566419 143
17.669277685 2.337182926 144
17.688973815 1.956156983 145
17.796804748 2.565019601 146
