14.473488874 17.47
25.499466309 23.15
36.303231867 19.86
47.01230191 24.05
58.165765894 20.36
69.176776193 18.25
79.957591617 25.02
90.747800677 22.75
101.734392754 46.31
112.435405512 30.21
123.757454978 23.83
134.773102688 30.01
145.786742862 31.61
156.458285336 28.22
167.220915525 61.32
177.982259399 30.88
189.736121503 36.89
200.41090925 30.98
211.019293413 33.6
221.637612912 85.34
232.24344301 36.16
243.000381861 36.95
253.916418006 34.96
264.591653175 38.84
275.402687127 32.54
286.467701442 129.78
297.71906901 39.8
308.743379494 38.81
319.665081333 43.03
330.911710193 45.52
341.927083167 147.96
353.32946342 41.59
364.050940298 44.48
375.07439849 43.88
386.060801495 42.93
397.360539857 48.36
408.743338753 162.69
419.387985321 44.08
430.172497131 41.99
441.473304729 43.58
452.77767715 39.7
464.723510039 204.38
475.904549493 57.31
487.020015381 38.77
498.161313735 42.94
509.281809304 48.91
520.549191569 114.61
531.437369266 206.66
542.13410091 42.84
552.784635745 37.08
563.589279845 50.94
575.662110743 48.96
586.242691718 249.35
597.199394405 139.13
608.078394987 46.72
618.871093194 37.04
629.769151465 43.74
640.78111406 133.57
651.678670213 281.73
662.94429274 56.31
673.721284755 67.43
684.644267819 42.26
696.803438177 43.35
707.741272643 260.22
719.380459812 184.51
730.138783313 61.27
740.969183922 55.36
751.637325757 44.49
762.562293411 182.52
773.236787079 277.38
784.017859023 133.23
795.412570524 55.6
806.312443601 56.15
817.031059991 55.7
828.422293816 269.6
839.351136726 272.82
850.040226424 115.08
860.680435776 48.51
871.783077363 37.5
882.641698857 193.25
893.468418079 292.86
904.298398888 268.55
914.984304509 38.1
925.72840328 68.19
936.768798807 61.01
947.534052282 274.33
958.156461119 251.98
969.718472492 254.85
980.556608394 64.02
991.371477868 75.72
1002.195535219 166.7
1012.963248141 258.77
1024.422194871 273.76
1035.215711893 229.41
1046.264430073 74.03
1057.112372339 65.51
1067.937797229 300.4
1080.163438859 249.11
1093.48448222 278.54
1104.370587409 151.88
1115.291723281 64.26
1126.003448671 267.03
1136.665729778 316.02
1147.418465357 266.24
1159.324982951 253.6
1171.433093955 76.06
1182.383365101 208.02
1193.410745836 295.25
