11.642465067 1.9
22.582346009 20.5
34.352397761 17.3
45.372517274 21.1
56.254191424 23.9
66.946849371 20.9
78.042804015 28.8
88.823132259 21.9
99.438033809 32.1
110.15077633 11.8
120.82000051200001 25.2
131.302863939 24.6
142.09692562 46.1
152.688083417 24
163.355615976 40.6
173.902122235 27.3
184.295162275 24.5
195.263166363 33.9
205.63727451 25.3
216.263169324 30
226.86518417 30.1
237.815921801 24
248.629455754 25.8
259.574174491 35.3
270.08719299 17.2
280.909638722 18.8
291.506699529 30.6
301.863916672 26.2
312.93644298 32
323.355338754 9.4
333.930086741 3
344.477878908 2.9
355.087072708 16.9
366.017386196 37.1
376.740962218 55
